Week,DPR no.,Report Date,Medium,Source ID ,Source title ,Source type,Content provider,No. of Correction,Pub year,Volume ,Issue,Article/Iss,Article title,Type of request,Correction Field,Correction Type,Missing/Error,CAR Supplier
Week-1,180102-003492,2-Jan-18,Book series,79900299,Chemical Engineering Transactions,K,Italian Association of Chemical Engineering - AIDIC,1,2017,57,-,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180101-001262,1-Jan-18,Proceeding,339885699,"European Congress on Computational Methods in Applied Sciences and Engineering, ECCOMAS 2000",P,EI Proceedings / not curran / noncurran,1,2000,-,-,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180102-003450,2-Jan-18,Journal,78955899,Iranian Journal of Pharmaceutical Research,J,Iranian Journal of Pharmaceutical Research,1,2017,16,1,-,-,DC,Affiliation correction,Data correction,Error,Spi
Week-1,180102-007671,2-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,1,2017,38,60,-,-,DC,Affiliation correction,Data correction,Error,Thomson Digital
Week-1,180103-003946,3-Jan-18,Journal,76361699,Food Chemistry,J,E-Flow Elsevier,1,2007,101,1,-,-,DC,Publication year correction,Data correction,Error,Aptara
Week-1,180104-011346,4-Jan-18,Journal,77579199,Superconductor Science and Technology,J,Web Portal IOP,1,2014,27,12,-,-,DC,Reference correction,Data correction,Error,Innodata Isogen Inc
Week-1,180104-011235,4-Jan-18,Book series,77466299,Materials Science Forum,K,E-flow Trans Tech Publications,1,2015,821,-,-,-,DC,Reference correction,Data correction,Error,Spi
Week-1,180104-007564,4-Jan-18,Journal,76372899,Ginekologia Polska,J,Via Medica,1,2013,84,2,-,-,DC,Author name correction,Data correction,Error,Thomson Digital
Week-1,180103-004354,3-Jan-18,Journal,77799599,Physical Review B - Condensed Matter and Materials Physics,J,Web Portal American Physical Society,1,1999,60,1,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180103-005654,3-Jan-18,Journal,76255899,Biochimica et Biophysica Acta - Reviews on Cancer,J,E-Flow Elsevier,1,2017,1867,2,-,-,DC,Author name correction,Data correction,Error,Aptara
Week-1,180102-001106,2-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,1,2017,2017,98,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180104-003629,4-Jan-18,Journal,78192199,Journal of Nanoscience and Nanotechnology,J,American Scientific Publishers,1,2015,15,12,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180103-002643,3-Jan-18,Journal,77446099,Journal of Power Sources,J,E-Flow Elsevier,1,2011,196,7,-,-,DC,Author name correction,Data correction,Error,Aptara
Week-1,180103-010236,3-Jan-18,Journal,78209599,Journal of Communications and Networks,J,E-flow IEEE,1,2015,17,5,-,-,DC,Affiliation correction,Data correction,Error,Innodata Isogen Inc
Week-1,180104-009080,4-Jan-18,Journal,78252299,Microbial Cell Factories,J,E-flow BioMed Central,1,2016,15,1,-,-,DC,Author name correction,Data correction,Error,Thomson Digital
Week-1,180104-006639,4-Jan-18,Journal,79775799,Immunotherapy,J,E-flow Future Science Group,1,2017,9,15,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180105-001627,5-Jan-18,Journal,76660199,Transactions of the Royal Society of Tropical Medicine and Hygiene,J,E-flow Oxford University Press,1,1982,76,5,-,-,DC,Author name correction,Data correction,Error,Thomson Digital
Week-1,180105-002772,5-Jan-18,Journal,78249599,Cardiovascular Diabetology,J,E-flow BioMed Central,1,2016,15,1,-,-,DC,Author name correction,Data correction,Error,Thomson Digital
Week-1,180102-006145,2-Jan-18,Journal,78142399,Research in Engineering Design,J,E-Flow Springer,1,2016,27,3,-,-,DC,Author name correction,Data correction,Error,Spi
Week-1,180102-001274,2-Jan-18,Journal,77557899,Renewable and Sustainable Energy Reviews,J,E-Flow Elsevier,1,2016,59,-,-,-,DC,Author name correction,Data correction,Error,Aptara
Week-1,180101-003807,1-Jan-18,Proceeding,77547899,Proceedings of the TMS Fall Extraction and Processing Conference,P,Curran Associates Inc.,1,1999,3,-,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180103-005319,3-Jan-18,Proceeding,79926599,IOP Conference Series: Materials Science and Engineering,P,Web Portal IOP,1,2017,266,1,-,-,DC,Affiliation correction,Data correction,Error,Innodata Isogen Inc
Week-1,180103-010419,3-Jan-18,Journal,78539499,Journal of Physics: Conference Series,J,Web Portal IOP,1,2015,661,1,-,-,DC,Reference linking correction,Data correction,Error,Innodata Isogen Inc
Week-1,180103-004254,3-Jan-18,Journal,78506599,Technological and Economic Development of Economy,J,E-flow Taylor and Francis,1,2010,16,2,-,-,DC,Author name correction,Data correction,Error,Spi
Week-1,180102-011086,2-Jan-18,Journal,628892947,Data in Brief,J,E-Flow Elsevier,1,2018,16,-,-,-,DC,Title correction,Data correction,Error,Aptara
Week-1,180102-010684,2-Jan-18,Journal,77432799,"Journal of Energy Resources Technology, Transactions of the ASME",J,E-flow ASME,1,2017,139,4,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180104-001851,4-Jan-18,Journal,78662499,Ocean Science,J,E-flow Copernicus GmbH,1,2017,13,5,-,-,DC,Author name correction,Data correction,Missing,Innodata Isogen Inc
Week-1,180102-010594,2-Jan-18,Journal,77432799,"Journal of Energy Resources Technology, Transactions of the ASME",J,E-flow ASME,1,2017,139,3,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180104-011257,4-Jan-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,1,2017,113,-,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180104-010400,4-Jan-18,Journal,658086034,International Journal of Pediatrics,J,Mashhad University of Medical Sciences,1,2017,5,12,-,-,DC,Author name correction,Data correction,Missing,Thomson Digital
Week-1,180105-002663,5-Jan-18,Proceeding,309123899,"Iberian Conference on Information Systems and Technologies, CISTI",P,E-flow IEEE,1,2017,-,-,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180104-005012,4-Jan-18,Journal,76795299,NeuroReport,J,E-flow Lippincott Williams and Wilkins,1,1994,5,12,-,-,DC,Author sequence correction,Data correction,Error,Innodata Isogen Inc
Week-1,180105-003732,5-Jan-18,Journal,79146099,European Journal of Industrial Engineering,J,E-flow Inderscience,1,2017,11,4,-,-,DC,Item type correction,Data correction,Error,Innodata Isogen Inc
Week-1,180105-004694,5-Jan-18,Proceeding,646940335,"The Dynamics of Vehicles on Roads and Tracks - Proceedings of the 24th Symposium of the International Association for Vehicle System Dynamics, IAVSD 2015",P,E-flow Taylor and Francis,1,2016,-,-,-,-,DC,Reference linking correction ,Data correction,Error,Spi
Week-1,180105-004511,5-Jan-18,Proceeding,77544299,"Proceedings of the Mini Conference on Vehicle System Dynamics, Identification and Anomalies",P,Curran Associates Inc.,1,2012,-,-,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180105-004511,5-Jan-18,Proceeding,77544299,"Proceedings of the Mini Conference on Vehicle System Dynamics, Identification and Anomalies",P,Curran Associates Inc.,1,2012,-,-,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180103-006782,3-Jan-18,Journal,644487400,International Journal for Lesson and Learning Studies,J,E-flow Emerald,1,2017,6,2,-,-,DC,Author name correction,Data correction,Error,Spi
Week-1,180103-007467,3-Jan-18,Journal,77831599,"Flow, Turbulence and Combustion",J,E-Flow Springer,1,2016,97,3,-,-,DC,Author name correction,Data correction,Error,Spi
Week-1,180104-005406,4-Jan-18,Journal,78352799,International Journal of Molecular Sciences,J,MDPI AG,1,2017,18,6,-,-,DC,Author name correction,Data correction,Error,Spi
Week-1,180105-003805,5-Jan-18,Journal,77639199,Journal of Vacuum Science and Technology B: Microelectronics and Nanometer Structures,J,E-flow AIP (American Institute of Physics),1,2008,26,1,-,-,DC,Reference linking correction ,Data correction,Error,Innodata Isogen Inc
Week-1,180105-003805,5-Jan-18,Journal,78514499,Journal of Computational Electronics,J,E-Flow Springer,1,2008,-,-,-,-,DC,Reference linking correction ,Data correction,Error,Spi
Week-1,180105-003805,5-Jan-18,Journal,76396099,IEEE Transactions on Electron Devices,J,E-flow IEEE,1,2015,62,6,-,-,DC,Reference linking correction ,Data correction,Error,Innodata Isogen Inc
Week-1,180105-003805,5-Jan-18,Journal,78514499,Journal of Computational Electronics,J,E-Flow Springer,1,2014,13,1,-,-,DC,Reference linking correction ,Data correction,Error,Spi
Week-1,180105-003805,5-Jan-18,Proceeding,77338799,Digest of Technical Papers - Symposium on VLSI Technology,P,E-flow IEEE,1,2010,-,-,-,-,DC,Reference linking correction ,Data correction,Error,Innodata Isogen Inc
Week-1,180105-003805,5-Jan-18,Proceeding,78587699,"Technical Digest - International Electron Devices Meeting, IEDM",P,E-flow IEEE,1,2008,-,-,-,-,DC,Reference linking correction ,Data correction,Error,Innodata Isogen Inc
Week-1,180105-003805,5-Jan-18,Proceeding,78587699,"Technical Digest - International Electron Devices Meeting, IEDM",P,E-flow IEEE,1,2007,-,-,-,-,DC,Reference linking correction ,Data correction,Error,Innodata Isogen Inc
Week-1,180105-003805,5-Jan-18,Proceeding,77465799,Materials Research Society Symposium Proceedings,P,E-flow Cambridge University Press,1,2008,1070,-,-,-,DC,Reference linking correction ,Data correction,Error,Innodata Isogen Inc
Week-1,180104-010146,4-Jan-18,Journal,79160199,Aquatic Mammals,J,Aquatic Mammals,1,2010,36,2,-,-,DC,Author name correction,Data correction,Error,Thomson Digital
Week-1,180104-014384,4-Jan-18,Proceeding,636332370,"Tubular Structures - Proceedings of the 15th International Symposium on Tubular Structures,  ISTS 2015",P,E-flow Taylor and Francis,1,2015,-,-,-,-,DC,Author name correction,Data correction,Error,spi
Week-1,180105-003571,5-Jan-18,Journal,76340799,European Heart Journal,J,E-flow Oxford University Press,1,2014,35,39,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180105-002336,5-Jan-18,Journal,77096199,Economic Geology,J,"Society of Economic Geologists, Inc",1,2009,104,1,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180105-004511,5-Jan-18,Proceeding,77544299,"Proceedings of the Mini Conference on Vehicle System Dynamics, Identification and Anomalies",P,Curran Associates Inc.,1,2012,-,-,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180105-004511,5-Jan-18,Proceeding,77544299,"Proceedings of the Mini Conference on Vehicle System Dynamics, Identification and Anomalies",P,Curran Associates Inc.,1,2012,-,-,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180103-000006,3-Jan-18,Journal,78364199,Process Safety and Environmental Protection,J,E-Flow Elsevier,1,2017,109,-,-,-,DC,Reference correction,Data correction,Error,Aptara
Week-1,180105-005357,5-Jan-18,Journal,78711799,Forestry Studies,J,Institute of Forestry and Rural Engineering,1,2017,66,-,-,-,DC,Title correction,Data correction,Error,Spi
Week-1,180103-010001,3-Jan-18,Journal,263712399,International Journal of Pharmacy and Technology,J,International Journal of Pharmacy and Technology,1,2016,8,4,-,-,DC,Reference correction,Data correction,Error,Spi
Week-1,180105-009264,5-Jan-18,Journal,77433299,"Journal of Engineering Materials and Technology, Transactions of the ASME",J,E-flow ASME,1,2015,137,3,-,-,DC,Title correction,Data correction,Error,Innodata Isogen Inc
Week-1,180104-002891,4-Jan-18,Journal,77125099,International Journal of Solids and Structures,J,E-Flow Elsevier,1,2017,125,-,-,-,DC,Affiliation correction,Data correction,Error,Aptara
Week-1,180104-003904,4-Jan-18,Journal,78001799,Materialwissenschaft und Werkstofftechnik,J,E-flow Wiley Blackwell,1,2017,48,11,-,-,DC,Author name correction,Data correction,Error,Spi
Week-1,180102-005105,2-Jan-18,Proceeding,294837799,Engineering for Rural Development,P,Latvia University of Agriculture,1,2017,16,-,-,-,DC,Author name correction,Data correction,Error,Innodata Isogen Inc
Week-1,180104-002832,4-Jan-18,Proceeding,77524399,"Proceedings of the IEEE International Conference on Electronics, Circuits, and Systems",P,E-flow IEEE,1,1998,3,-,-,-,DC,Item type correction,Data correction,Error,Innodata Isogen Inc
